0 0;0 1
123456878 12341394;123456877 12341394
123456839 12341271;123456838 12341271
123457003 12341345;123457003 12341344
123456856 12341268;123456856 12341267
123456964 12341334;123456965 12341334
123456967 12341453;123456966 12341453
123457023 12341391;123457022 12341391
123456855 12341477;123456854 12341477
123457091 12341443;123457091 12341442
123457109 12341465;123457108 12341465
123457216 12341364;123457216 12341365
123457238 12341336;123457237 12341336
123457129 12341469;123457130 12341469
123457022 12341470;123457023 12341470
123457199 12341253;123457199 12341252
123457177 12341397;123457176 12341397
123457242 12341404;123457242 12341403
123457240 12341394;123457239 12341394
123456802 12341440;123456801 12341440
123457178 12341446;123457179 12341446
123457015 12341371;123457016 12341371
123457151 12341467;123457152 12341467
123457109 12341283;123457109 12341282
123457198 12341356;123457197 12341356
123457249 12341339;123457249 12341338
123457241 12341409;123457241 12341410
123456872 12341312;123456871 12341312
123456809 12341441;123456809 12341442
123456953 12341415;123456952 12341415
123456791 12341359;123456791 12341360
123457223 12341353;123457223 12341352
123457018 12341400;123457017 12341400
123457000 12341380;123456999 12341380
123457271 12341257;123457270 12341257
123457091 12341349;123457090 12341349
123456826 12341408;123456825 12341408
123457236 12341468;123457236 12341467
123456801 12341395;123456801 12341396
123457280 12341304;123457279 12341304
123456818 12341262;123456817 12341262
123457172 12341236;123457172 12341235
123456939 12341437;123456938 12341437
123457257 12341383;123457257 12341382
123457258 12341342;123457259 12341342
123457260 12341460;123457259 12341460
123456797 12341433;123456796 12341433
123456860 12341442;123456859 12341442
123457210 12341240;123457211 12341240
123457131 12341407;123457131 12341406
123456933 12341299;123456932 12341299
123456966 12341438;123456966 12341439
123456990 12341398;123456989 12341398
123457225 12341359;123457224 12341359
123457032 12341422;123457031 12341422
123456931 12341295;123456932 12341295
123456927 12341421;123456926 12341421
123456917 12341337;123456918 12341337
123457142 12341372;123457141 12341372
123456803 12341367;123456802 12341367
123456944 12341298;123456944 12341299
123457223 12341379;123457222 12341379
123457008 12341330;123457009 12341330
123457203 12341329;123457202 12341329
123457221 12341295;123457220 12341295
123457268 12341386;123457269 12341386
123457099 12341481;123457100 12341481
123456943 12341371;123456943 12341370
123457269 12341303;123457268 12341303
123457076 12341304;123457075 12341304
123457109 12341415;123457108 12341415
123456893 12341473;123456894 12341473
123456791 12341407;123456790 12341407
123457234 12341432;123457233 12341432
123456821 12341399;123456821 12341398
123457175 12341453;123457175 12341454
123457066 12341344;123457067 12341344
123457174 12341448;123457174 12341449
123456984 12341402;123456984 12341403
123457153 12341281;123457152 12341281
123456899 12341375;123456898 12341375
123457100 12341294;123457099 12341294
123456940 12341332;123456939 12341332
123457032 12341256;123457033 12341256
123457043 12341237;123457042 12341237
123457029 12341365;123457030 12341365
123457172 12341464;123457173 12341464
123456954 12341470;123456955 12341470
123457262 12341478;123457261 12341478
123457073 12341461;123457072 12341461
123457025 12341449;123457026 12341449
123456848 12341450;123456847 12341450
123457111 12341401;123457110 12341401
123456902 12341296;123456901 12341296
123457079 12341247;123457079 12341248
123457169 12341325;123457168 12341325
123456984 12341368;123456983 12341368
123456944 12341250;123456945 12341250
123457186 12341340;123457187 12341340
123456938 12341328;123456939 12341328
123456943 12341353;123456942 12341353
123456851 12341331;123456852 12341331
123457269 12341275;123457268 12341275
123456796 12341404;123456796 12341405
123457262 12341250;123457261 12341250
123457147 12341273;123457148 12341273
123457142 12341346;123457143 12341346
123456861 12341481;123456861 12341482
123456842 12341396;123456841 12341396
123456883 12341351;123456882 12341351
123457230 12341290;123457231 12341290
123457233 12341293;123457234 12341293
123457067 12341235;123457067 12341236
123457254 12341288;123457253 12341288
123456967 12341335;123456968 12341335
123456911 12341349;123456911 12341350
123456984 12341382;123456983 12341382
123457236 12341298;123457236 12341297
123456970 12341448;123456971 12341448
123456796 12341440;123456795 12341440
123456803 12341277;123456802 12341277
123457121 12341411;123457122 12341411
123457046 12341260;123457047 12341260
123456981 12341389;123456981 12341390
123456874 12341474;123456873 12341474
123457258 12341320;123457259 12341320
123456979 12341297;123456978 12341297
123457116 12341254;123457115 12341254
123457074 12341426;123457073 12341426
123457104 12341464;123457103 12341464
123457042 12341320;123457041 12341320
123456961 12341275;123456962 12341275
123456845 12341471;123456844 12341471
123457191 12341353;123457191 12341352
123457138 12341358;123457139 12341358
123457263 12341407;123457262 12341407
123456801 12341285;123456802 12341285
123457206 12341358;123457207 12341358
123457069 12341477;123457068 12341477
123457017 12341447;123457018 12341447
123457012 12341306;123457011 12341306
123456951 12341305;123456952 12341305
123456935 12341395;123456934 12341395
123457046 12341416;123457045 12341416
123457135 12341443;123457136 12341443
123457155 12341323;123457155 12341324
123457058 12341328;123457058 12341329
123457247 12341239;123457246 12341239
123456793 12341375;123456792 12341375
123457220 12341436;123457220 12341435
123456814 12341348;123456815 12341348
123456987 12341405;123456987 12341406
123456978 12341456;123456979 12341456
123457004 12341402;123457005 12341402
123456898 12341270;123456899 12341270
123456968 12341466;123456969 12341466
123457156 12341358;123457157 12341358
123457253 12341339;123457254 12341339
123457126 12341390;123457125 12341390
123456941 12341297;123456942 12341297
123457275 12341347;123457274 12341347
123457193 12341359;123457193 12341358
123456860 12341358;123456859 12341358
123457272 12341458;123457272 12341457
123457144 12341448;123457145 12341448
123457025 12341287;123457026 12341287
123456820 12341246;123456821 12341246
123457209 12341433;123457208 12341433
123456966 12341294;123456965 12341294
123456987 12341325;123456987 12341324
123457247 12341365;123457248 12341365
123457148 12341268;123457147 12341268
123457267 12341327;123457266 12341327
123456930 12341362;123456930 12341363
123456981 12341467;123456981 12341466
123456856 12341454;123456855 12341454
123456974 12341270;123456975 12341270
123457011 12341271;123457012 12341271
123457006 12341266;123457006 12341267
123457202 12341362;123457203 12341362
123457148 12341474;123457148 12341473
123457244 12341378;123457245 12341378
123457199 12341307;123457198 12341307
123457064 12341412;123457063 12341412
123456990 12341418;123456989 12341418
123457177 12341297;123457178 12341297
123457097 12341469;123457097 12341468
123456790 12341310;123456789 12341310
123456905 12341289;123456906 12341289
123456807 12341433;123456806 12341433
123457098 12341478;123457097 12341478
123456814 12341326;123456815 12341326
123457182 12341396;123457181 12341396
123456825 12341235;123456826 12341235
123457085 12341241;123457086 12341241
123456819 12341243;123456820 12341243
123457247 12341373;123457246 12341373
123456861 12341319;123456862 12341319
123457200 12341302;123457199 12341302
123456982 12341250;123456982 12341249
123457236 12341368;123457236 12341369
123457207 12341339;123457206 12341339
123456821 12341393;123456820 12341393
123456849 12341415;123456849 12341414
123457279 12341359;123457279 12341360
123457050 12341332;123457049 12341332
123456907 12341319;123456906 12341319
123456809 12341353;123456808 12341353
123457175 12341235;123457176 12341235
123457067 12341407;123457068 12341407
123457178 12341410;123457178 12341409
123457102 12341420;123457101 12341420
123457245 12341365;123457246 12341365
123456862 12341350;123456863 12341350
123456859 12341445;123456860 12341445
123456977 12341483;123456978 12341483
123457111 12341391;123457110 12341391
123457048 12341266;123457047 12341266
123457232 12341266;123457233 12341266
123457045 12341273;123457046 12341273
123457227 12341465;123457228 12341465
123457154 12341322;123457154 12341323
123457171 12341243;123457170 12341243
123456970 12341248;123456970 12341247
123456972 12341286;123456971 12341286
123456902 12341262;123456901 12341262
123457200 12341348;123457200 12341347
123457278 12341428;123457277 12341428
123456919 12341249;123456920 12341249
123457031 12341281;123457030 12341281
123457106 12341334;123457105 12341334
123457280 12341240;123457279 12341240
123457189 12341317;123457190 12341317
123457021 12341411;123457021 12341410
123456851 12341273;123456852 12341273
123457181 12341287;123457182 12341287
123456826 12341306;123456825 12341306
123457285 12341283;123457286 12341283
123457109 12341395;123457108 12341395
123456915 12341255;123456916 12341255
123457030 12341472;123457030 12341473
123456859 12341457;123456860 12341457
123456984 12341318;123456983 12341318
123456887 12341259;123456886 12341259
123457253 12341271;123457253 12341272
123456954 12341420;123456954 12341421
123456799 12341307;123456800 12341307
123456926 12341358;123456925 12341358
123456889 12341389;123456890 12341389
123456904 12341368;123456903 12341368
123456946 12341296;123456947 12341296
123456867 12341295;123456866 12341295
123457028 12341284;123457029 12341284
123457230 12341256;123457231 12341256
123457013 12341399;123457014 12341399
123457169 12341345;123457170 12341345
123457077 12341323;123457077 12341324
123456823 12341423;123456824 12341423
123457157 12341269;123457156 12341269
123456926 12341454;123456927 12341454
123457121 12341469;123457120 12341469
123456854 12341478;123456853 12341478
123457053 12341413;123457052 12341413
123457015 12341237;123457015 12341238
123456978 12341394;123456977 12341394
123457113 12341301;123457114 12341301
123457162 12341456;123457163 12341456
123456895 12341399;123456894 12341399
123456832 12341330;123456831 12341330
123456799 12341283;123456799 12341284
123456862 12341480;123456862 12341481
123457258 12341466;123457258 12341465
123456833 12341279;123456834 12341279
123456856 12341424;123456856 12341423
123456818 12341332;123456817 12341332
123456992 12341276;123456993 12341276
123456813 12341401;123456814 12341401
123457023 12341481;123457024 12341481
123456889 12341263;123456890 12341263
123457081 12341467;123457080 12341467
123456971 12341461;123456970 12341461
123457073 12341295;123457074 12341295
123457202 12341438;123457203 12341438
123456843 12341389;123456843 12341390
123457287 12341419;123457286 12341419
123456793 12341437;123456792 12341437
123456989 12341393;123456989 12341392
123456990 12341432;123456989 12341432
123457135 12341345;123457134 12341345
123457266 12341478;123457266 12341477
123456960 12341418;123456961 12341418
123457280 12341408;123457281 12341408
123457237 12341241;123457238 12341241
123457113 12341259;123457114 12341259
123456873 12341369;123456872 12341369
123457223 12341267;123457222 12341267
123457165 12341473;123457164 12341473
123457141 12341241;123457140 12341241
123457160 12341360;123457160 12341361
123456922 12341440;123456921 12341440
123457249 12341409;123457249 12341410
123456906 12341234;123456905 12341234
123457072 12341292;123457073 12341292
123457005 12341423;123457006 12341423
123457165 12341423;123457166 12341423
123456847 12341349;123456846 12341349
123457128 12341400;123457127 12341400
123457271 12341371;123457272 12341371
123456864 12341348;123456863 12341348
123457034 12341272;123457033 12341272
123457168 12341366;123457167 12341366
123457014 12341436;123457015 12341436
123457208 12341284;123457208 12341285
123457042 12341234;123457042 12341235
123456825 12341463;123456826 12341463
123456953 12341313;123456952 12341313
123457203 12341471;123457203 12341470
123456849 12341449;123456849 12341450
123457089 12341441;123457090 12341441
123457173 12341435;123457172 12341435
123456984 12341292;123456983 12341292
123456988 12341266;123456989 12341266
123456843 12341403;123456844 12341403
123457226 12341420;123457225 12341420
123457034 12341334;123457035 12341334
123456843 12341471;123456842 12341471
123456989 12341295;123456988 12341295
123456953 12341399;123456954 12341399
123457173 12341425;123457172 12341425
123457223 12341247;123457223 12341248
123457011 12341243;123457011 12341244
123457155 12341239;123457156 12341239
123457122 12341234;123457122 12341235
123457171 12341483;123457172 12341483
123456812 12341402;123456811 12341402
123456833 12341321;123456834 12341321
123457252 12341350;123457252 12341349
123456853 12341343;123456852 12341343
123456988 12341368;123456989 12341368
123457278 12341452;123457278 12341453
123457023 12341379;123457023 12341380
123456889 12341471;123456888 12341471
123457192 12341288;123457193 12341288
123457017 12341367;123457016 12341367
123457133 12341289;123457134 12341289
123456916 12341304;123456915 12341304
123457248 12341406;123457247 12341406
123457220 12341314;123457221 12341314
123456993 12341457;123456994 12341457
123457000 12341334;123456999 12341334
123456984 12341360;123456984 12341361
123457243 12341465;123457244 12341465
123457152 12341392;123457151 12341392
123457221 12341245;123457222 12341245
123456990 12341386;123456991 12341386
123456877 12341279;123456877 12341280
123457269 12341455;123457270 12341455
123456879 12341391;123456878 12341391
123457137 12341371;123457137 12341372
123456811 12341403;123456812 12341403
123457255 12341473;123457256 12341473
123457103 12341305;123457104 12341305
123457267 12341243;123457267 12341242
123457256 12341320;123457256 12341321
123457223 12341317;123457222 12341317
123456968 12341364;123456967 12341364
123457104 12341436;123457104 12341437
123457183 12341319;123457183 12341318
123457239 12341435;123457239 12341434
123457086 12341282;123457086 12341281
123456794 12341294;123456793 12341294
123457169 12341427;123457168 12341427
123457087 12341431;123457086 12341431
123457047 12341379;123457047 12341380
123456919 12341299;123456919 12341298
123456905 12341439;123456904 12341439
123456980 12341256;123456981 12341256
123456873 12341291;123456874 12341291
123456918 12341404;123456918 12341403
123456961 12341269;123456961 12341270
123457156 12341290;123457156 12341291
123456986 12341450;123456986 12341451
123457078 12341316;123457079 12341316
123457046 12341424;123457046 12341423
123457266 12341290;123457265 12341290
123457144 12341404;123457145 12341404
123456866 12341282;123456867 12341282
123457023 12341349;123457022 12341349
123456940 12341266;123456940 12341265
123457235 12341367;123457236 12341367
123457199 12341337;123457198 12341337
123457198 12341446;123457199 12341446
123457118 12341318;123457118 12341317
123457247 12341409;123457246 12341409
123456815 12341281;123456815 12341282
123456908 12341368;123456908 12341367
123456930 12341278;123456929 12341278
123456935 12341265;123456934 12341265
123456889 12341345;123456888 12341345
123456913 12341243;123456914 12341243
123456981 12341435;123456980 12341435
123456807 12341357;123456806 12341357
123457243 12341409;123457244 12341409
123456869 12341253;123456869 12341252
123456951 12341389;123456950 12341389
123456847 12341389;123456847 12341390
123456870 12341436;123456869 12341436
123457115 12341341;123457114 12341341
123456881 12341275;123456880 12341275
123456793 12341463;123456794 12341463
123457125 12341361;123457126 12341361
123457077 12341337;123457077 12341336
123456868 12341324;123456867 12341324
123457158 12341306;123457158 12341305
123457146 12341266;123457145 12341266
123457133 12341455;123457133 12341456
123457101 12341243;123457101 12341242
123456837 12341401;123456838 12341401
123456918 12341380;123456917 12341380
123456812 12341258;123456811 12341258
123457186 12341372;123457185 12341372
123457129 12341305;123457130 12341305
123457171 12341299;123457172 12341299
123456818 12341278;123456819 12341278
123457209 12341377;123457210 12341377
123457136 12341378;123457135 12341378
123456923 12341467;123456924 12341467
123457128 12341368;123457128 12341367
123456837 12341379;123456837 12341378
123457161 12341475;123457160 12341475
123457074 12341394;123457073 12341394
123457043 12341461;123457042 12341461
123457064 12341330;123457065 12341330
123456888 12341314;123456889 12341314
123456795 12341297;123456795 12341298
123457210 12341436;123457210 12341437
123456893 12341439;123456892 12341439
123457278 12341280;123457278 12341281
123456811 12341255;123456812 12341255
123457267 12341295;123457268 12341295
123457134 12341376;123457133 12341376
123456944 12341308;123456945 12341308
123457161 12341407;123457161 12341406
123456852 12341356;123456852 12341355
123457086 12341320;123457085 12341320
123456851 12341239;123456852 12341239
123457118 12341424;123457117 12341424
123457059 12341387;123457060 12341387
123457084 12341350;123457083 12341350
123457160 12341446;123457159 12341446
123457022 12341244;123457023 12341244
123456949 12341471;123456948 12341471
123457090 12341388;123457090 12341389
123457200 12341346;123457201 12341346
123457089 12341435;123457090 12341435
123457004 12341356;123457003 12341356
123456953 12341435;123456954 12341435
123456979 12341453;123456978 12341453
123457120 12341436;123457121 12341436
123456890 12341344;123456891 12341344
123456920 12341322;123456919 12341322
123456830 12341330;123456829 12341330
123457243 12341451;123457243 12341452
123457265 12341477;123457265 12341476
123457053 12341431;123457053 12341432
123457092 12341350;123457091 12341350
123457244 12341292;123457244 12341293
123457235 12341439;123457236 12341439
123457127 12341439;123457127 12341440
123457099 12341319;123457099 12341318
123456887 12341267;123456886 12341267
123457148 12341382;123457148 12341381
123457258 12341260;123457257 12341260
123457099 12341307;123457099 12341308
123457154 12341280;123457154 12341281
123456861 12341273;123456860 12341273
123457154 12341304;123457155 12341304
123456996 12341258;123456995 12341258
123457052 12341368;123457053 12341368
123456891 12341469;123456892 12341469
123456954 12341298;123456955 12341298
123456977 12341441;123456978 12341441
123457141 12341323;123457140 12341323
123457195 12341419;123457195 12341418
123456983 12341363;123456983 12341364
123456904 12341344;123456905 12341344
123456960 12341410;123456959 12341410
123457082 12341418;123457082 12341419
123456849 12341331;123456849 12341330
123457102 12341242;123457103 12341242
123456816 12341414;123456815 12341414
123457254 12341280;123457253 12341280
123456808 12341418;123456809 12341418
123457224 12341470;123457225 12341470
123456806 12341438;123456806 12341439
123456824 12341418;123456823 12341418
123457039 12341399;123457039 12341398
123456915 12341275;123456916 12341275
123456812 12341446;123456811 12341446
123456902 12341438;123456903 12341438
123457261 12341425;123457260 12341425
123457123 12341395;123457124 12341395
123456981 12341275;123456981 12341274
123457262 12341290;123457263 12341290
123456903 12341235;123456904 12341235
123457252 12341478;123457251 12341478
123457012 12341260;123457011 12341260
123456856 12341332;123456855 12341332
123456931 12341239;123456932 12341239
123457169 12341353;123457169 12341354
123457029 12341263;123457030 12341263
123456894 12341250;123456893 12341250
123457196 12341394;123457195 12341394
123457092 12341430;123457092 12341429
123457132 12341348;123457131 12341348
123457167 12341291;123457167 12341292
123457005 12341413;123457004 12341413
123456956 12341452;123456955 12341452
123456965 12341421;123456966 12341421
123457136 12341358;123457135 12341358
123457175 12341283;123457174 12341283
123456944 12341420;123456945 12341420
123457001 12341409;123457000 12341409
123457032 12341360;123457032 12341359
123457141 12341479;123457142 12341479
123457011 12341419;123457010 12341419
123457148 12341308;123457148 12341307
123456942 12341312;123456941 12341312
123456922 12341340;123456922 12341341
123457193 12341253;123457194 12341253
123456798 12341282;123456798 12341283
123457027 12341471;123457028 12341471
123457200 12341430;123457199 12341430
123456961 12341373;123456960 12341373
123457216 12341292;123457216 12341291
123457017 12341403;123457016 12341403
123456863 12341443;123456863 12341442
123456828 12341256;123456827 12341256
123457257 12341459;123457258 12341459
123457090 12341342;123457089 12341342
123456896 12341474;123456895 12341474
123457232 12341356;123457231 12341356
123457080 12341332;123457080 12341333
123456956 12341428;123456955 12341428
123456901 12341309;123456902 12341309
123457086 12341326;123457086 12341327
123456910 12341452;123456911 12341452
123457284 12341302;123457285 12341302
123456806 12341344;123456807 12341344
123457262 12341254;123457261 12341254
123456839 12341287;123456838 12341287
123457176 12341370;123457175 12341370
123457007 12341361;123457008 12341361
123456950 12341418;123456949 12341418
123457286 12341452;123457285 12341452
123457257 12341455;123457256 12341455
123457229 12341263;123457230 12341263
123456799 12341391;123456798 12341391
123457167 12341283;123457168 12341283
123457222 12341390;123457222 12341391
123456799 12341431;123456799 12341432
123457124 12341238;123457125 12341238
123457087 12341365;123457086 12341365
123456905 12341343;123456906 12341343
123456867 12341351;123456868 12341351
123457173 12341239;123457174 12341239
123457182 12341294;123457181 12341294
123457120 12341314;123457120 12341313
123457062 12341336;123457061 12341336
123456949 12341289;123456950 12341289
123456799 12341325;123456799 12341326
123456856 12341354;123456857 12341354
123456837 12341269;123456837 12341268
123457200 12341366;123457199 12341366
123456880 12341284;123456881 12341284
123456891 12341401;123456891 12341400
123457223 12341461;123457222 12341461
123457208 12341338;123457208 12341339
123457078 12341324;123457078 12341325
123457020 12341478;123457020 12341479
123456844 12341272;123456843 12341272
123457087 12341249;123457087 12341248
123457034 12341288;123457035 12341288
123457168 12341234;123457169 12341234
123457092 12341426;123457091 12341426
123456793 12341259;123456792 12341259
123457051 12341483;123457050 12341483
123457011 12341359;123457011 12341360
123456974 12341364;123456973 12341364
123457023 12341449;123457024 12341449
123457144 12341308;123457143 12341308
123456834 12341238;123456834 12341239
123456996 12341342;123456997 12341342
123457189 12341271;123457189 12341270
123456890 12341258;123456889 12341258
123457281 12341235;123457282 12341235
123457280 12341324;123457279 12341324
123456997 12341385;123456998 12341385
123456966 12341274;123456965 12341274
123457219 12341461;123457218 12341461
123456988 12341378;123456989 12341378
123456825 12341473;123456825 12341472
123456931 12341289;123456931 12341288
123457039 12341315;123457040 12341315
123457060 12341438;123457059 12341438
123456836 12341290;123456836 12341289
123456817 12341293;123456818 12341293
123456850 12341356;123456851 12341356
123456975 12341427;123456974 12341427
123457129 12341327;123457129 12341326
123456993 12341397;123456994 12341397
123456953 12341297;123456952 12341297
123457135 12341263;123457135 12341262
123456950 12341446;123456951 12341446
123457138 12341402;123457137 12341402
123456789 12341441;123456790 12341441
123457241 12341331;123457240 12341331
123457225 12341357;123457225 12341358
123457218 12341414;123457217 12341414
123457274 12341366;123457273 12341366
123456821 12341375;123456820 12341375
123456964 12341296;123456965 12341296
123456993 12341365;123456992 12341365
123456979 12341479;123456978 12341479
123457121 12341285;123457121 12341284
123456807 12341437;123456806 12341437
123456861 12341483;123456862 12341483
123456828 12341444;123456828 12341445
123456801 12341427;123456800 12341427
123456871 12341305;123456871 12341304
123457000 12341430;123456999 12341430
123456937 12341297;123456938 12341297
123457185 12341319;123457184 12341319
123457006 12341400;123457007 12341400
123456908 12341472;123456909 12341472
123457247 12341235;123457246 12341235
123456852 12341482;123456851 12341482
123456959 12341351;123456958 12341351
123457223 12341377;123457222 12341377
123457246 12341324;123457246 12341325
123457157 12341255;123457156 12341255
123456962 12341316;123456962 12341317
123457241 12341411;123457242 12341411
123456939 12341279;123456938 12341279
123456984 12341236;123456985 12341236
123456858 12341370;123456857 12341370
123457004 12341274;123457003 12341274
123456825 12341379;123456824 12341379
123457137 12341363;123457136 12341363
123457148 12341348;123457149 12341348
123457164 12341352;123457163 12341352
123456957 12341365;123456956 12341365
123456852 12341298;123456853 12341298
123456903 12341413;123456903 12341412
123457017 12341291;123457017 12341292
123457063 12341321;123457062 12341321
123457171 12341347;123457172 12341347
123456834 12341378;123456834 12341377
123456933 12341467;123456934 12341467
123456875 12341383;123456875 12341384
123457196 12341472;123457196 12341471
123457261 12341283;123457262 12341283
123456990 12341268;123456989 12341268
123456838 12341458;123456839 12341458
123457113 12341337;123457112 12341337
123457081 12341323;123457080 12341323
123457045 12341313;123457045 12341312
123457214 12341284;123457213 12341284
123457036 12341410;123457036 12341409
123457192 12341306;123457193 12341306
123456883 12341401;123456883 12341402
123457093 12341379;123457093 12341380
123457078 12341272;123457077 12341272
123457018 12341472;123457018 12341471
123456983 12341415;123456983 12341414
123457117 12341323;123457118 12341323
123456998 12341354;123456997 12341354
123457252 12341356;123457251 12341356
123456843 12341311;123456843 12341310
123457287 12341305;123457286 12341305
123456942 12341282;123456941 12341282
123457230 12341356;123457229 12341356
123457198 12341308;123457199 12341308
123456990 12341238;123456990 12341239
123456790 12341374;123456791 12341374
123456978 12341384;123456979 12341384
123456926 12341436;123456925 12341436
123456868 12341342;123456868 12341343
123456828 12341456;123456829 12341456
123457059 12341349;123457060 12341349
123457210 12341358;123457210 12341357
123457198 12341480;123457198 12341481
123456905 12341477;123456904 12341477
123457073 12341239;123457072 12341239
123456804 12341426;123456805 12341426
123456921 12341389;123456920 12341389
123457249 12341471;123457250 12341471
123456802 12341324;123456802 12341325
123457092 12341310;123457092 12341311
123456898 12341258;123456899 12341258
123456982 12341400;123456983 12341400
123456891 12341441;123456892 12341441
123457052 12341350;123457053 12341350
123456891 12341403;123456890 12341403
123457056 12341318;123457056 12341317
123456925 12341353;123456925 12341354
123457052 12341250;123457052 12341251
123457096 12341420;123457095 12341420
123457245 12341297;123457246 12341297
123456958 12341472;123456959 12341472
123456885 12341387;123456884 12341387
123456869 12341271;123456870 12341271
123457171 12341237;123457172 12341237
123457156 12341480;123457155 12341480
123457225 12341439;123457224 12341439
123456884 12341278;123456883 12341278
123456857 12341333;123456858 12341333
123456843 12341387;123456843 12341388
123456879 12341431;123456878 12341431
123457145 12341261;123457144 12341261
123457042 12341318;123457041 12341318
123457064 12341352;123457063 12341352
123457024 12341372;123457025 12341372
123456920 12341426;123456921 12341426
123456845 12341467;123456846 12341467
123457155 12341347;123457154 12341347
123456952 12341368;123456951 12341368
123456981 12341449;123456981 12341450
123457116 12341416;123457115 12341416
123456837 12341355;123456836 12341355
123456814 12341256;123456814 12341257
123456910 12341398;123456909 12341398
123456821 12341355;123456821 12341356
123457202 12341354;123457201 12341354
123457017 12341409;123457017 12341410
123456932 12341290;123456932 12341289
123457048 12341332;123457048 12341333
123457076 12341368;123457075 12341368
123457204 12341458;123457205 12341458
123457065 12341437;123457066 12341437
123456846 12341288;123456847 12341288
123456798 12341380;123456798 12341379
123456818 12341438;123456817 12341438
123456830 12341288;123456831 12341288
123457130 12341456;123457130 12341457
123456941 12341451;123456942 12341451
123457086 12341258;123457087 12341258
123456803 12341423;123456804 12341423
123457263 12341329;123457262 12341329
123456955 12341477;123456954 12341477
123457236 12341238;123457235 12341238
123457240 12341236;123457239 12341236
123456984 12341384;123456983 12341384
123457230 12341422;123457231 12341422
123456822 12341296;123456823 12341296
123457214 12341342;123457215 12341342
123456982 12341360;123456983 12341360
123456854 12341410;123456853 12341410
123457254 12341388;123457253 12341388
123456969 12341305;123456970 12341305
123456950 12341388;123456951 12341388
123457088 12341462;123457088 12341461
123457144 12341366;123457145 12341366
123457217 12341383;123457216 12341383
123456887 12341353;123456887 12341354
123457136 12341470;123457135 12341470
123457143 12341393;123457143 12341394
123456820 12341464;123456819 12341464
123456793 12341425;123456792 12341425
123457115 12341447;123457115 12341446
123456937 12341305;123456936 12341305
123457283 12341267;123457284 12341267
123457105 12341243;123457105 12341242
123457027 12341443;123457028 12341443
123456986 12341292;123456986 12341293
123456814 12341448;123456813 12341448
123456826 12341482;123456825 12341482
123457261 12341435;123457260 12341435
123457060 12341308;123457059 12341308
123457084 12341382;123457084 12341381
123456985 12341359;123456984 12341359
123456868 12341244;123456867 12341244
123456931 12341303;123456931 12341304
123456959 12341455;123456959 12341456
123456870 12341310;123456869 12341310
123457016 12341430;123457016 12341431
123457262 12341280;123457262 12341279
123456887 12341261;123456888 12341261
123456843 12341343;123456842 12341343
123457133 12341351;123457134 12341351
123457047 12341347;123457047 12341348
123457234 12341412;123457233 12341412
123457150 12341324;123457149 12341324
123457050 12341320;123457049 12341320
123456856 12341250;123456855 12341250
123457225 12341363;123457224 12341363
123457029 12341459;123457029 12341460
123457154 12341480;123457153 12341480
123456898 12341370;123456899 12341370
123456894 12341240;123456894 12341239
123457027 12341277;123457026 12341277
123457132 12341330;123457131 12341330
123457200 12341340;123457200 12341339
123457224 12341422;123457223 12341422
123457055 12341355;123457054 12341355
123457268 12341346;123457268 12341347
123457101 12341307;123457100 12341307
123457287 12341287;123457288 12341287
123457193 12341299;123457192 12341299
123457057 12341285;123457058 12341285
123456845 12341271;123456844 12341271
123457273 12341275;123457272 12341275
123456983 12341291;123456984 12341291
123456825 12341395;123456826 12341395
123457206 12341282;123457207 12341282
123456928 12341350;123456929 12341350
123457263 12341351;123457262 12341351
123456995 12341429;123456994 12341429
123457133 12341393;123457132 12341393
123457135 12341261;123457134 12341261
123456933 12341409;123456933 12341410
123456800 12341286;123456801 12341286
123456900 12341286;123456899 12341286
123456848 12341404;123456849 12341404
123456952 12341434;123456951 12341434
123457287 12341261;123457286 12341261
123456950 12341268;123456950 12341267
123457049 12341297;123457050 12341297
123457098 12341244;123457097 12341244
123456808 12341242;123456809 12341242
123457194 12341340;123457193 12341340
123457092 12341262;123457093 12341262
123457119 12341365;123457120 12341365
123457121 12341479;123457122 12341479
123457113 12341313;123457112 12341313
123456918 12341312;123456919 12341312
123457163 12341387;123457162 12341387
123456894 12341318;123456893 12341318
123457098 12341390;123457099 12341390
123457102 12341418;123457102 12341417
123457012 12341462;123457013 12341462
123457262 12341400;123457262 12341399
123457263 12341403;123457264 12341403
123457004 12341390;123457005 12341390
123457160 12341352;123457160 12341351
123457218 12341234;123457219 12341234
123457044 12341376;123457043 12341376
123456792 12341252;123456791 12341252
123456985 12341235;123456984 12341235
123457189 12341467;123457189 12341466
123457140 12341428;123457140 12341429
123456794 12341466;123456793 12341466
123457171 12341283;123457170 12341283
123457233 12341397;123457233 12341396
123457213 12341475;123457212 12341475
123457014 12341338;123457015 12341338
123457001 12341461;123457002 12341461
123457093 12341373;123457094 12341373
123456824 12341294;123456823 12341294
123457157 12341327;123457156 12341327
123457198 12341478;123457198 12341479
123457287 12341375;123457288 12341375
123457129 12341369;123457128 12341369
123456931 12341313;123456930 12341313
123457132 12341254;123457132 12341255
123456909 12341393;123456909 12341392
123456831 12341443;123456830 12341443
123457000 12341352;123457000 12341351
123456965 12341379;123456965 12341378
123456945 12341409;123456946 12341409
123457274 12341412;123457275 12341412
123457095 12341463;123457095 12341464
123457242 12341280;123457241 12341280
123457037 12341367;123457038 12341367
123456802 12341380;123456803 12341380
